ID,Español,Ingles
0,The Price of Eternity,The Price of Eternity
1,Jugar,Play
2,Ajustes,Settings
3,Créditos,Credits
4,Salir,Quit
5,Configuraciones,Configuration
6,Juego,Gameplay
7,Pantalla,Screen
8,Audio,Audio
9,Controles,Controls
10,Seleccionar,Select
11,Predeterminado,Reset to Default
12,Atrás,Back
13,Temblor de Pantalla,Shake Screen
14,Vibración,Vibration
15,Asistencia de Apuntado,Aim Assistant
16,Nivel de Asistencia,Level of Assistant
17,Indicadores de Jugador,Player Indicators
18,Temporizador del Intento,Timer to Run
19,Números de Daño,Damage Numbers
20,Barras de HP de los Enemigos,Healthbar of Enemys
21,Idioma,Language
22,Español,Spanish
23,Inglés,English
24,Chino Tradicional,Traditional Chinese
25,Resolución,Resolution
26,Modo de Pantalla,Screen Mode
27,Fijar Cursor,Lock Cursor
28,VSync,VSync
29,General,General
30,Música,Music
31,Efectos de Sonido,SFX
32,Jugadores,Players
33,Jugador 1,Player 1
34,Jugador 2,Player 2
35,Jugador 3,Player 3
36,Jugador 4,Player 4
37,Acción / Uso,Action / Use
38,Ataque,Attack
39,Esquivar / Evadir,Dodge
40,Habilidad Principal,Skill 1
41,Habilidad Secundaria,Skill 2
42,Inventario,Inventory
43,Apuntar Estático,Static Aim
44,Pausa,Pause
45,Mover Arriba,Move Up
46,Mover Abajo,Move Down
47,Mover Izquierda,Move Left
48,Mover Derecha,Move Right
49,Activa el temblor de la pantalla,Activate screen shaking
50,Activa la vibración del mando,Activate the vibration of the controller
51,Ayuda a apuntar con tus armas a distancia ajustando la mirilla al enemigo más cercano,Helps aim your weapons at range by adjusting the sight to the nearest enemy
52,Nivel de ayuda de auto-apuntado,Level of auto-aim aid
53,Muestra un indicador sobre la cabeza de los jugadores en las partidas multijugador,Displays an indicator above players' heads in multiplayer games
54,Muestra el temporizador del intento actual,Shows the timer for the current run
55,Muestra los números de daño sobre los jugadores y los enemigos,Shows damage numbers on players and enemies
56,Muestra las barras de HP de los enemigos,Shows enemy HP bars
57,Cambia el idioma del juego,Change the game language
58,Creado por,Created by
59,Santiago Rada,Santiago Rada
60,Producido por,Produced by
61,Santiago Rada,Santiago Rada
62,Pulsa una tecla para reasignar...,Press a key to reassign...
63,HP,HP
64,Energia,Energy
65,Velocidad de Mov,Speed Movement
66,Daño,Damage
67,Daño de Hab.,Skill Damage
68,Prob. Critico,Critical Chance
69,PAUSA,PAUSE
70,CONTINUAR,CONTINUE
71,OPCIONES,SETTINGS
72,MENU PRINCIPAL,BACK TO MENU
73,SALIR DEL JUEGO,QUIT GAME
74,¿Estás seguro que quieres volver al Menu Principal?,Are you sure you want to return to the Main Menu?
75,Confirmar,Confirm
76,Cancelar,Cancel
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,,
127,,
128,,
129,,
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
138,,
139,,
140,,
141,,
142,,
143,,
144,,
145,,
146,,
147,,
148,,
149,,
150,,
151,,
152,,
153,,
154,,
155,,
156,,
157,,
158,,
159,,
160,,
161,,
162,,
163,,
164,,
165,,
166,,
167,,
168,,
169,,
170,,
171,,
172,,
173,,
174,,
175,,
176,,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,,
185,,
186,,
187,,
188,,
189,,
190,,
191,,
192,,
193,,
194,,
195,,
196,,
197,,
198,,
199,,
200,,
201,,
202,,
203,,
204,,
205,,
